step_id,type,title,description,playbook
3213,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets. Refer to CISA's technical information paper, ICS-TIP-12-146-01B, for targeted cyber intrusion detection and mitigation strategies.",CISA_ICS_icsa-25-044-12_playbook-icsa-25-044-12.json
3214,ACTION,Report Suspected Malicious Activity,Follow established internal procedures and report findings to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-12_playbook-icsa-25-044-12.json
3215,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA guidelines for recognizing and avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-044-12_playbook-icsa-25-044-12.json
3216,ACTION,Close browser and client after logout,Close browser and client applications after logging out and remove all locally stored session tokens to reduce risk.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3217,ACTION,Update SIMOCODE ES V19,Update SIMOCODE ES V19 to V19 Update 1 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3218,ACTION,Update SIRIUS Soft Starter ES V19,Update SIRIUS Soft Starter ES V19 (TIA Portal) to V19 Update 1 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3219,ACTION,Update SIRIUS Safety ES V19,Update SIRIUS Safety ES V19 (TIA Portal) to V19 Update 1 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3220,ACTION,Update TIA Administrator,Update TIA Administrator to V3.0.4 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3221,ACTION,Update SIMATIC PCS neo V4.1,Update SIMATIC PCS neo V4.1 to V4.1 Update 2 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3222,ACTION,Update SIMATIC PCS neo V5.0,Update SIMATIC PCS neo V5.0 to V5.0 Update 1 or later version.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3223,ACTION,Protect network access,Protect network access to devices with appropriate mechanisms and configure the environment according to Siemens' operational guidelines for industrial security.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3224,ACTION,Minimize network exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3225,ACTION,Locate control system networks behind firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3226,ACTION,Use secure remote access methods,"When remote access is required, use more secure methods, such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3227,ACTION,Perform impact analysis and risk assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3228,ACTION,Report suspected malicious activity,Follow established internal procedures and report findings to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3229,ACTION,Protect against social engineering attacks,Do not click web links or open attachments in unsolicited email messages. Refer to resources on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-044-13_playbook-icsa-25-044-13.json
3230,ACTION,Update Opcenter Intelligence,Update Opcenter Intelligence to version V2501 or later.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3231,ACTION,Install Latest Tableau Server Version,Install the latest available version of Tableau Server as per Siemens' instructions.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3232,ACTION,Protect Network Access,Protect network access to devices with appropriate mechanisms and configure the environment according to Siemens' operational guidelines for industrial security.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3233,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3234,ACTION,Locate Control System Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3235,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs. Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3236,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3237,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, following CISA's guidance.",CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3238,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3239,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA's guidance on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-044-14_playbook-icsa-25-044-14.json
3240,ACTION,Minimize Network Exposure,Ensure control system devices and systems are not accessible from the internet by minimizing network exposure.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3241,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3242,ACTION,Secure Remote Access,"When remote access is required, use secure methods such as VPNs. Ensure VPNs are updated to the most current version available.",CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3243,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3244,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of ICS assets. Refer to CISA's ICS webpage for guidance.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3245,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3246,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA's guidance on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-044-15_playbook-icsa-25-044-15.json
3247,ACTION,Update to myPRO Manager v1.4,Update the system to myPRO Manager version 1.4 to mitigate vulnerabilities.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3248,ACTION,Minimize Network Exposure,Ensure control system devices and systems are not accessible from the internet by minimizing network exposure.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3249,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3250,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most current version available.",CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3251,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3252,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, as detailed on the ICS webpage at cisa.gov/ics.",CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3253,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3254,ACTION,Avoid Clicking Unsolicited Links or Attachments,Do not click web links or open attachments in unsolicited email messages to protect against social engineering attacks.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3255,ACTION,Educate on Social Engineering and Phishing,Refer to resources on recognizing and avoiding email scams and social engineering attacks for more information.,CISA_ICS_icsa-25-044-16_playbook-icsa-25-044-16.json
3256,ACTION,Disable Networking Features,Disable the networking features of the Mojave Inverter until a replacement product can be acquired.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3257,ACTION,Disable Unused Functions,Disable any functions of the Mojave Inverter that are not in use to minimize risk.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3258,ACTION,Minimize Network Exposure,Ensure that control system devices and/or systems are not accessible from the internet by minimizing their network exposure.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3259,ACTION,Locate Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3260,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most current version available.",CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3261,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3262,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, as detailed on the ICS webpage at cisa.gov/ics.",CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3263,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3264,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA guidelines for more information on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-044-17_playbook-icsa-25-044-17.json
3265,ACTION,Contact Dingtian Customer Support,Reach out to Dingtian customer support for additional information regarding the vulnerability in Dingtian DT-R002.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3266,ACTION,Minimize Network Exposure,Ensure that all control system devices and/or systems are not accessible from the Internet to minimize network exposure.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3267,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3268,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most current version available.",CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3269,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3270,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of Industrial Control Systems (ICS) assets. Refer to CISA's ICS webpage for guidance.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3271,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3272,ACTION,Avoid Clicking Unsolicited Links or Attachments,Do not click web links or open attachments in unsolicited email messages to protect against social engineering attacks.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3273,ACTION,Educate on Social Engineering and Phishing,Refer to resources on recognizing and avoiding email scams and social engineering attacks to educate users.,CISA_ICS_icsa-25-044-18_playbook-icsa-25-044-18.json
3274,ACTION,Identify Affected System and Version,Check if the system is affected by CVE-2021-22045 by retrieving the installed VMware product version and configurations.,EU_CERT_2022-001_playbook-2022-001.json
3275,ACTION,Apply Update for VMware ESXi 6.5,Update VMware ESXi 6.5 to version ESXi650-202111101-SG to fix the vulnerability.,EU_CERT_2022-001_playbook-2022-001.json
3276,ACTION,Apply Update for VMware ESXi 6.7,Update VMware ESXi 6.7 to version ESXi670-202110101-SG to fix the vulnerability.,EU_CERT_2022-001_playbook-2022-001.json
3277,ACTION,Apply Workaround for VMware ESXi 7,Implement the workaround to disable CD-ROM/DVD devices on all running virtual machines as a temporary solution.,EU_CERT_2022-001_playbook-2022-001.json
3278,ACTION,Update VMware Workstation 16.x,Update VMware Workstation 16.x to version 16.2.0 to fix the vulnerability.,EU_CERT_2022-001_playbook-2022-001.json
3279,ACTION,Update VMware Fusion 12.x,Update VMware Fusion 12.x to version 12.2.0 to fix the vulnerability.,EU_CERT_2022-001_playbook-2022-001.json
3280,ACTION,"Apply Workaround for VMware Cloud Foundation (ESXi) 3.x, 4.x",Implement the workaround to disable CD-ROM/DVD devices on all running virtual machines as a temporary solution.,EU_CERT_2022-001_playbook-2022-001.json
3281,ACTION,Identify Affected H2 Database Version,Check if the H2 database version is between 1.1.100 and 2.0.204 to determine if it is affected by the vulnerability.,EU_CERT_2022-002_playbook-2022-002.json
3282,ACTION,Update H2 Database,"Update the H2 database to version 2.0.206, released on January 5, 2022, to mitigate the vulnerability.",EU_CERT_2022-002_playbook-2022-002.json
3283,ACTION,Identify Affected System and Version,Determine if the system is affected by CVE-2022-21907 by checking the installed version and patches.,EU_CERT_2022-003_playbook-2022-003.json
3284,ACTION,Uninstall Problematic Patch on Windows Server 2012 R2,"Remove the problematic patch KB5009624 to resolve issues with Hyper-V, domain controllers, and VPN connectivity.",EU_CERT_2022-003_playbook-2022-003.json
3285,ACTION,Uninstall Problematic Patch on Windows Server 2019,"Remove the problematic patch KB5009557 to resolve issues with Hyper-V, domain controllers, and VPN connectivity.",EU_CERT_2022-003_playbook-2022-003.json
3286,ACTION,Uninstall Problematic Patch on Windows Server 2022,"Remove the problematic patch KB5009555 to resolve issues with Hyper-V, domain controllers, and VPN connectivity.",EU_CERT_2022-003_playbook-2022-003.json
3287,ACTION,Uninstall Problematic Patch on Windows 10,"Remove the problematic patch KB5009543 to resolve issues with Hyper-V, domain controllers, and VPN connectivity.",EU_CERT_2022-003_playbook-2022-003.json
3288,ACTION,Uninstall Problematic Patch on Windows 11,"Remove the problematic patch KB5009566 to resolve issues with Hyper-V, domain controllers, and VPN connectivity.",EU_CERT_2022-003_playbook-2022-003.json
3289,ACTION,Install Emergency Out-of-Band Updates,"Install the emergency out-of-band (OOB) updates to address issues related to VPN connectivity, domain controllers, and virtual machines.",EU_CERT_2022-003_playbook-2022-003.json
3290,ACTION,Apply Mitigation for CVE-2022-21907 on Windows Server 2019 and Windows 10 version 1809,Delete the DWORD registry value 'EnableTrailerSupport' if present to mitigate CVE-2022-21907 without applying patches.,EU_CERT_2022-003_playbook-2022-003.json
3291,ACTION,Identify Affected GitLab Version,Check if the installed GitLab version is affected by the vulnerability by retrieving the current version number.,EU_CERT_2022-004_playbook-2022-004.json
3292,ACTION,Update GitLab to Latest Version,Update GitLab Community Edition (CE) and Enterprise Edition (EE) to the latest versions to mitigate the vulnerability.,EU_CERT_2022-004_playbook-2022-004.json
3293,ACTION,Identify Affected System and Version,"Check if the system is affected by the CVE by retrieving the installed version of Avalanche, Ivanti File Director, or MobileIron.",EU_CERT_2022-005_playbook-2022-005.json
3294,ACTION,Apply Mitigation for Avalanche,"Apply the available mitigation or fix for Avalanche versions 6.3.0, 6.3.1, 6.3.2, and 6.3.3.",EU_CERT_2022-005_playbook-2022-005.json
3295,ACTION,Apply Mitigation for Ivanti File Director,"Apply the available mitigation or fix for Ivanti File Director versions 2020.3, 2021.1, and 2021.3.",EU_CERT_2022-005_playbook-2022-005.json
3296,ACTION,Apply Mitigation for MobileIron,Apply the available mitigation or fix for MobileIron as per the provided guidance.,EU_CERT_2022-005_playbook-2022-005.json
3297,ACTION,Identify Affected Oracle Products,Consult Oracle's official page to identify the specific versions of Oracle products affected by the vulnerability.,EU_CERT_2022-006_playbook-2022-006.json
3298,ACTION,Apply Patches to Affected Oracle Products,Apply the recommended patches to all identified affected Oracle products to mitigate the vulnerability.,EU_CERT_2022-006_playbook-2022-006.json
3299,ACTION,Update Linux Distributions,Update all running Linux distributions that provided a backport of the fix for the Polkit vulnerability.,EU_CERT_2022-007_playbook-2022-007.json
3300,ACTION,Update Ubuntu Systems,"Update Ubuntu 14.04, 16.04 ESM, 18.04, 20.04, and 21.04 to include the backported fix.",EU_CERT_2022-007_playbook-2022-007.json
3301,ACTION,Update RedHat Systems,"Update RedHat Workstation and Enterprise products for supported architectures, including extended life cycle support, TUS, and AUS.",EU_CERT_2022-007_playbook-2022-007.json
3302,ACTION,Update Debian Systems,"Update Debian Stretch, Buster, Bellseye, and unstable versions to include the backported fix.",EU_CERT_2022-007_playbook-2022-007.json
3303,ACTION,Reboot Systems,Reboot the systems if necessary after applying updates.,EU_CERT_2022-007_playbook-2022-007.json
3304,ACTION,Apply Temporary Mitigation,Apply a temporary mitigation to prevent the privilege escalation vulnerability by changing the permissions of pkexec.,EU_CERT_2022-007_playbook-2022-007.json
3305,ACTION,Search for Exploitation Attempts,Search for exploitation attempts by checking logs for specific suspicious strings.,EU_CERT_2022-007_playbook-2022-007.json
3306,ACTION,Identify Affected System and Version,Determine if the system is affected by checking the model and version of the Cisco router.,EU_CERT_2022-009_playbook-2022-009.json
3307,ACTION,Await Software Fixes for RV160 and RV260 Series,Cisco is working on fixes for the RV160 and RV260 Series Routers. Monitor Cisco's updates for the release of these fixes.,EU_CERT_2022-009_playbook-2022-009.json
3308,ACTION,Upgrade RV340 and RV345 Series Routers,Apply the latest software updates released by Cisco to address the vulnerabilities in RV340 and RV345 Series Routers.,EU_CERT_2022-009_playbook-2022-009.json
3309,ACTION,Identify Affected System and Version,Check if the system is affected by CVE-2022-22005 or CVE-2022-21984 by retrieving the installed software version and configurations.,EU_CERT_2022-010_playbook-2022-010.json
3310,ACTION,Apply Microsoft Security Updates,Apply the Security Updates recommended by Microsoft to mitigate the vulnerabilities CVE-2022-22005 and CVE-2022-21984.,EU_CERT_2022-010_playbook-2022-010.json
3311,ACTION,Identify Affected System and Version,"Check if the system is affected by the CVE by retrieving the installed version of SAP Web Dispatcher, SAP Content Server, or SAP NetWeaver and ABAP Platform.",EU_CERT_2022-011_playbook-2022-011.json
3312,ACTION,Apply SAP Security Updates,Apply the Security Updates as detailed by the SAP Product Security Response Team to mitigate the vulnerability.,EU_CERT_2022-011_playbook-2022-011.json
3313,ACTION,Identify Installed PHP Everywhere Plugin Version,Check the installed version of the PHP Everywhere plugin to determine if it is vulnerable.,EU_CERT_2022-012_playbook-2022-012.json
3314,ACTION,Upgrade PHP Everywhere Plugin to Version 3.0.0,Upgrade the PHP Everywhere plugin to version 3.0.0 to mitigate the vulnerability.,EU_CERT_2022-012_playbook-2022-012.json
3315,ACTION,Identify Affected System and Version,"Check if the system is affected by the CVE by retrieving the installed version and configurations of VMware ESXi, VMware Fusion, VMware Workstation, and NSX Data Center for vSphere.",EU_CERT_2022-013_playbook-2022-013.json
3316,ACTION,Apply Security Patches,Refer to the security advisories from VMware to download and apply the necessary security patches for the affected products.,EU_CERT_2022-013_playbook-2022-013.json
3317,ACTION,Identify Affected System and Version,Check if the system is running an affected Linux Kernel version (5.8 and later).,EU_CERT_2022-014_playbook-2022-014.json
3318,ACTION,Apply Kernel Patch,"Update the Linux Kernel to version 5.16.11, 5.15.25, or 5.10.102 to fix the vulnerability.",EU_CERT_2022-014_playbook-2022-014.json
3319,ACTION,Apply Security Patch,Apply the latest security patch to Microsoft Exchange Server to mitigate vulnerabilities.,EU_CERT_2022-015_playbook-2022-015.json
3320,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by identifying the Windows version and system architecture.,EU_CERT_2022-016_playbook-2022-016.json
3321,ACTION,Install March 2022 Patch Tuesday Updates,Apply the patches released on March 2022 Patch Tuesday to mitigate the vulnerability.,EU_CERT_2022-016_playbook-2022-016.json
3322,ACTION,Disable SMBv3 Compression,"As a workaround, disable SMBv3 compression to mitigate the vulnerability.",EU_CERT_2022-016_playbook-2022-016.json
3323,ACTION,Identify Installed OpenSSL and LibreSSL Versions,Determine the installed versions of OpenSSL and LibreSSL to assess if they are affected by the vulnerability.,EU_CERT_2022-017_playbook-2022-017.json
3324,ACTION,Upgrade OpenSSL 1.0.2,Upgrade OpenSSL 1.0.2 to version 1.0.2zd for premium support customers.,EU_CERT_2022-017_playbook-2022-017.json
3325,ACTION,Upgrade OpenSSL 1.1.1,Upgrade OpenSSL 1.1.1 to version 1.1.1n to mitigate the vulnerability.,EU_CERT_2022-017_playbook-2022-017.json
3326,ACTION,Upgrade OpenSSL 3.0,Upgrade OpenSSL 3.0 to version 3.0.2 to mitigate the vulnerability.,EU_CERT_2022-017_playbook-2022-017.json
3327,ACTION,Upgrade OpenSSL 1.1.0,OpenSSL 1.1.0 is out of support. Upgrade to OpenSSL 3.0 or 1.1.1.,EU_CERT_2022-017_playbook-2022-017.json
3328,ACTION,Upgrade LibreSSL,"Upgrade LibreSSL to the patched versions 3.3.6, 3.4.3, or 3.5.1 to mitigate the vulnerability.",EU_CERT_2022-017_playbook-2022-017.json
3329,ACTION,Identify Affected System and Kernel Version,Check if the system is affected by the vulnerability by retrieving the installed Linux kernel version and distribution.,EU_CERT_2022-018_playbook-2022-018.json
3330,ACTION,Apply Mitigation Steps for Debian Bullseye,Follow the specific mitigation steps provided for Debian Bullseye to address the vulnerability.,EU_CERT_2022-018_playbook-2022-018.json
3331,ACTION,Apply Mitigation Steps for Ubuntu,Follow the specific mitigation steps provided for Ubuntu releases to address the vulnerability.,EU_CERT_2022-018_playbook-2022-018.json
3332,ACTION,Apply Mitigation Steps for SUSE Linux Enterprise,Follow the specific mitigation steps provided for SUSE Linux Enterprise to address the vulnerability.,EU_CERT_2022-018_playbook-2022-018.json
3333,ACTION,Apply Mitigation Steps for Red Hat Enterprise Linux,Follow the specific mitigation steps provided for Red Hat Enterprise Linux to address the vulnerability.,EU_CERT_2022-018_playbook-2022-018.json
3334,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by retrieving the installed version of Veeam Backup & Replication.,EU_CERT_2022-019_playbook-2022-019.json
3335,ACTION,Confirm System is Not Vulnerable,The system is not vulnerable if running Veeam Backup & Replication 11a or 10a with the specified builds or later.,EU_CERT_2022-019_playbook-2022-019.json
3336,ACTION,Upgrade Veeam Backup & Replication 9.5,Upgrade to a supported version of Veeam Backup & Replication as there is no patch available for version 9.5.,EU_CERT_2022-019_playbook-2022-019.json
3337,ACTION,Apply Patch for Veeam Backup & Replication 10 or 11,Apply the available patches for Veeam Backup & Replication 10 or 11 to mitigate vulnerabilities.,EU_CERT_2022-019_playbook-2022-019.json
3338,ACTION,Disable Veeam Distribution Service,"As a temporary mitigation, stop and disable the Veeam Distribution Service on the Veeam Backup & Replication server and distribution servers in Protection Groups.",EU_CERT_2022-019_playbook-2022-019.json
3339,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by retrieving the installed version of VMware Carbon Black App Control.,EU_CERT_2022-020_playbook-2022-020.json
3340,ACTION,Apply Patches from VMware Website,Download and install the appropriate patches for the affected versions of VMware Carbon Black App Control from the VMware website.,EU_CERT_2022-020_playbook-2022-020.json
3341,ACTION,Check Sophos Firewall Version,Verify the installed version of Sophos Firewall to determine if it is affected by the vulnerability.,EU_CERT_2022-021_playbook-2022-021.json
3342,ACTION,Verify Automatic Hotfix Installation,"Ensure that the automatic installation of hotfixes is enabled, which is the default setting, to receive the necessary updates.",EU_CERT_2022-021_playbook-2022-021.json
3343,ACTION,Manually Install Hotfixes,Manually install the appropriate hotfixes for the affected Sophos Firewall versions if automatic installation is not enabled.,EU_CERT_2022-021_playbook-2022-021.json
3344,ACTION,Upgrade to Latest Sophos Firewall Version,Upgrade to the latest version of Sophos Firewall to ensure all security patches and protections are applied.,EU_CERT_2022-021_playbook-2022-021.json
3345,ACTION,Restrict Access to User Portal and Webadmin,Ensure that the User Portal and Webadmin are not exposed to the Internet to protect against external attackers.,EU_CERT_2022-021_playbook-2022-021.json
3346,ACTION,Identify Affected SonicWall Appliances and Versions,Determine if the SonicWall appliance is affected by checking the model and installed SonicOS version.,EU_CERT_2022-022_playbook-2022-022.json
3347,ACTION,Apply Hotfix for NSsp 15700,Contact SonicWall support to obtain and apply the hotfix build 7.0.1-5030-HF-R844 for NSsp 15700.,EU_CERT_2022-022_playbook-2022-022.json
3348,ACTION,Update SonicOS to Fixed Version,Update the SonicOS to the fixed version as specified for the affected appliance model.,EU_CERT_2022-022_playbook-2022-022.json
3349,ACTION,Restrict SonicOS Management Interface Access,Modify SonicOS Management access rules to ensure the management interface is not exposed to the Internet.,EU_CERT_2022-022_playbook-2022-022.json
3350,ACTION,Identify Affected System and Version for CVE-2022-22965,"Check if the system meets the specific requirements to be affected by CVE-2022-22965, including JDK 9 or higher, Apache Tomcat as the Servlet container, packaged as WAR, and specific Spring Framework versions.",EU_CERT_2022-023_playbook-2022-023.json
3351,ACTION,Apply Workaround for CVE-2022-22965,"If patching is not immediately possible, extend RequestMappingHandlerAdapter to update the WebDataBinder at the end after all other initialization.",EU_CERT_2022-023_playbook-2022-023.json
3352,ACTION,Test Susceptibility for CVE-2022-22965,Use Randori Attack Team's non-malicious request to test the susceptibility for this vulnerability.,EU_CERT_2022-023_playbook-2022-023.json
3353,ACTION,Upgrade Spring Framework,Upgrade to Spring Framework versions 5.3.18 or 5.2.20 to address CVE-2022-22965.,EU_CERT_2022-023_playbook-2022-023.json
3354,ACTION,Identify Affected System and Version for CVE-2022-22963,"Check if the system is using Spring Cloud Function versions 3.1.6, 3.2.2, or older unsupported versions to determine if it is affected by CVE-2022-22963.",EU_CERT_2022-023_playbook-2022-023.json
3355,ACTION,Upgrade Spring Cloud Function,Upgrade to Spring Cloud Function version 3.1.7+ or 3.2.3+ to mitigate CVE-2022-22963.,EU_CERT_2022-023_playbook-2022-023.json
3356,ACTION,Identify Affected GitLab Version,"Determine if the GitLab instance is running an affected version (14.7.0 to 14.7.6, 14.8.0 to 14.8.4, or 14.9.0 to 14.9.1).",EU_CERT_2022-024_playbook-2022-024.json
3357,ACTION,Upgrade GitLab to Version 14.7.7,Upgrade the GitLab instance from version 14.7.0 to 14.7.6 to the patched version 14.7.7.,EU_CERT_2022-024_playbook-2022-024.json
3358,ACTION,Upgrade GitLab to Version 14.8.5,Upgrade the GitLab instance from version 14.8.0 to 14.8.4 to the patched version 14.8.5.,EU_CERT_2022-024_playbook-2022-024.json
3359,ACTION,Upgrade GitLab to Version 14.9.2,Upgrade the GitLab instance from version 14.9.0 to 14.9.1 to the patched version 14.9.2.,EU_CERT_2022-024_playbook-2022-024.json
3360,ACTION,Run GitLab User Impact Script,Execute the script provided by GitLab developers to identify users potentially impacted by the vulnerability.,EU_CERT_2022-024_playbook-2022-024.json
3361,ACTION,Identify Affected System and Version,Check if the system is affected by CVE-2022-22954 or CVE-2022-22960 by retrieving the installed version of VMware products.,EU_CERT_2022-025_playbook-2022-025.json
3362,ACTION,Apply VMware Patches,Apply the patches provided by VMware to address CVE-2022-22954 and CVE-2022-22960 vulnerabilities.,EU_CERT_2022-025_playbook-2022-025.json
3363,ACTION,Review VMware Workarounds,Review and apply VMware's recommended workarounds if patching is not immediately possible.,EU_CERT_2022-025_playbook-2022-025.json
3364,ACTION,Identify Affected System and Version,Check if the system is affected by the CVE by referring to the provided links to identify the exact versions of each affected system.,EU_CERT_2022-026_playbook-2022-026.json
3365,ACTION,Apply Security Patch,Apply the recommended security patch for the identified CVE to mitigate the vulnerability.,EU_CERT_2022-026_playbook-2022-026.json
3366,ACTION,Configure Firewall Rules,Configure firewall rules to block TCP port 445 at the network perimeter to prevent exploitation of CVE-2022-26809.,EU_CERT_2022-026_playbook-2022-026.json
3367,ACTION,Identify Affected System and Configuration,Check if the system is affected by the CVE by verifying the Cisco WLC Software Release and macfilter radius compatibility configuration.,EU_CERT_2022-027_playbook-2022-027.json
